ResponseId,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Knowledge_10,Knowledge_11,Knowledge_12,Knowledge_13,Knowledge_14,Knowledge_15,Knowledge_16,Knowledge_17,Knowledge_18,Knowledge_19,Attitudes_77,Attitudes_78,Attitudes_79,Attitudes_80,Attitudes_81,Attitudes_82,Attitudes_83,Attitudes_84,Attitudes_85,Attitudes_86,Attitudes_87,Attitudes_88,Attitudes_89,Attitudes_90,Attitudes_91
R_5CB0EGjjitVl79l,1,3,2,1,1,1,1,1,3,2,2,2,3,2,2,1,1,1,1,80,38,87,74,80,81,26,29,50,27,73,77,76,34,18
